setup,seed,scheduler,carbon_g,cold_rate,warm_idle_g
Synthetic 5-region,42,FIFO,51.00971357624054,0.0006814782302356875,3.2819953360671517
Synthetic 5-region,42,Wait-Awhile,206.56257456937462,0.02017868590206349,153.89812938912834
Synthetic 5-region,42,Spatial,13.983474798322792,0.00030031244044284534,0.7053355864731496
Synthetic 5-region,42,GreenFaaS-v1,14.875681785773804,0.0011203964124213847,1.565653020408993
Synthetic 5-region,42,GreenFaaS,14.587697056940675,0.0005082210530571229,1.2796254985029134
Synthetic 5-region,43,FIFO,51.882294685146526,0.0006968924404592521,3.6528070255257137
Synthetic 5-region,43,Wait-Awhile,208.1254944247996,0.02011115434425325,154.91128625986008
Synthetic 5-region,43,Spatial,14.03273316042089,0.00030779416120283636,0.7277756193323635
Synthetic 5-region,43,GreenFaaS-v1,14.857597849932464,0.001091798156719495,1.523140312529461
Synthetic 5-region,43,GreenFaaS,14.42518088363191,0.0004297503382832055,1.0908098202564755
Synthetic 5-region,44,FIFO,51.89597582852724,0.0006607776309383042,3.3676801995885617
Synthetic 5-region,44,Wait-Awhile,212.28737605483025,0.020397162133963972,158.6237740669764
Synthetic 5-region,44,Spatial,13.862121626866081,0.0003014073404279984,0.6436093994880621
Synthetic 5-region,44,GreenFaaS-v1,14.564731720560744,0.0009679812663745334,1.321323845309318
Synthetic 5-region,44,GreenFaaS,14.483921938285617,0.0004926850756996128,1.2224396183154196
Synthetic 5-region,45,FIFO,51.624232811396496,0.0007148210065140946,3.4262098812325283
Synthetic 5-region,45,Wait-Awhile,209.17558326022368,0.02043581022655214,155.92109729309175
Synthetic 5-region,45,Spatial,13.965848799490928,0.00028823427682019947,0.6370741564239981
Synthetic 5-region,45,GreenFaaS-v1,14.690364611632287,0.001008819968870698,1.336848023628224
Synthetic 5-region,45,GreenFaaS,14.596538471253378,0.0004842335850579351,1.230920528550784
Synthetic 5-region,46,FIFO,51.45223383691493,0.0006828624668695964,3.116720051081937
Synthetic 5-region,46,Wait-Awhile,212.13235071216914,0.020381708545039987,158.6083004454877
Synthetic 5-region,46,Spatial,14.012591024714135,0.00030092244302727975,0.6926266524752105
Synthetic 5-region,46,GreenFaaS-v1,14.669079663648876,0.0009432761194893578,1.3262222555305254
Synthetic 5-region,46,GreenFaaS,14.514838584209722,0.00046874457471557043,1.1590434604192086
